id,field,current_structured,value_in_research_notes,category,snippet
X00771,birth,1792-?-?,1792-06-09,clean,"b. Jun 9, 1792 H"
X00771,death,1871-?-?,1871-04-11,clean,"; d. Apr 11, 1871 D"
HD2375,birth,1786-7-?,1786-07-11,clean,"b. Jul 11, 1786 N"
HD2375,death,1850-6-?,1850-06-30,clean,"; d. Jun 30, 1850 S"
HD2376,birth,1815-1-?,1815-01-18,clean,"b. Jan 18, 1815 N"
HD2376,death,1880-8-?,1880-08-20,clean,"; d. Aug 20, 1880 H"
HD2378,birth,1856-6-?,1856-06-27,clean,"b. Jun 27, 1856 K"
HD2378,death,1930-2-?,1930-02-28,clean,"; d. Feb 28, 1930 H"
HD2379,birth,1859-9-?,1859-09-22,clean,"b. Sep 22, 1859 K"
HD2379,death,1904-9-?,1904-09-03,clean,"; d. Sep 3, 1904 H"
X00773,birth,1864-?-?,1864-10-06,clean,"b. Oct 6, 1864 H"
X00773,death,1925-?-?,1925-08-06,clean,"; d. Aug 6, 1925 H"
HD2380,birth,1885-1-?,1885-01-29,clean,"b. Jan 29, 1885 H"
HD2380,death,1963-2-?,1963-02-23,clean,"; d. Feb 23, 1963 H"
HD2381,birth,1888-8-?,1888-08-24,clean,"b. Aug 24, 1888 H"
HD2381,death,1973-1-?,1973-01-12,clean,"; d. Jan 12, 1973 H"
HD2382,birth,1890-11-?,1890-11-15,clean,"b. Nov 15, 1890 H"
HD2382,death,1918-1-?,1918-01-27,clean,"; d. Jan 27, 1918 A"
HD2383,birth,1892-12-?,1892-12-15,clean,"b. Dec 15, 1892 H"
HD2383,death,1972-1-?,1972-01-18,clean,"; d. Jan 18, 1972 H"
HD2384,birth,1895-4-?,1895-04-26,clean,"b. Apr 26, 1895 H"
HD2384,death,1949-1-?,1949-01-12,clean,"; d. Jan 12, 1949 H"
HD2385,birth,1895-4-?,1895-04-26,clean,"b. Apr 26, 1895 H"
HD2385,death,1965-11-?,1965-11-06,clean,"; d. Nov 6, 1965 M"
X00774,birth,1889-?-?,1889-08-15,clean,"b. Aug 15, 1889 E"
X00774,death,1965-?-?,1965-03-11,clean,"; d. Mar 11, 1965 K"
HD2386,birth,1926-7-?,1926-07-07,clean,"b. Jul 7, 1926 H"
HD2386,death,2013-11-?,2013-11-07,clean,"; d. Nov 7, 2013 H"
X00775,birth,1863-?-?,1863-05-05,clean,"b. May 5, 1863 H"
X00775,death,1926-?-?,1926-02-20,clean,"; d. Feb 20, 1926 H"
HD2387,birth,1878-12-?,1878-12-05,clean,"b. Dec 5, 1878 H"
HD2387,death,1944-1-?,1944-01-18,clean,"; d. Jan 18, 1944 H"
X00777,death,1870-?-?,1870-04-15,clean,"; d. Apr 15, 1870 B"
HD2389,birth,1833-3-?,1833-03-04,clean,"b. Mar 4, 1833 M"
HD2389,death,1852-12-?,1852-12-18,clean,"; d. Dec 18, 1852 N"
HD2391,birth,1837-11-?,1837-11-18,clean,"b. Nov 18, 1837;"
HD2391,death,1924-5-?,1924-05-24,clean,"; d. May 24, 1924 a"
HD2392,birth,1840-11-?,1840-11-18,clean,"b. Nov 18, 1840 B"
HD2392,death,1908-1-?,1908-01-05,clean,"; d. Jan 5, 1908 L"
X00780,birth,1886-?-?,1886-09-27,clean,"b. Sep 27, 1886 K"
X00780,death,1942-?-?,1942-08-10,clean,"; d. Aug 10, 1942 H"
HD2395,birth,1904-1-?,1904-01-31,clean,"b. Jan 31, 1904 H"
HD2395,death,1973-11-?,1973-11-27,clean,"; d. Nov 27, 1973 S"
HD2396,birth,1905-6-?,1905-06-22,clean,"b. Jun 22, 1905 H"
HD2396,death,1987-11-?,1987-11-09,clean,"; d. Nov 9, 1987 H"
X00781,birth,1930-?-?,1930-03-16,clean,"b. Mar 16, 1930;"
X00781,death,2002-?-?,2002-11-03,clean,"; d. Nov 3, 2002 a"
HD2399,birth,1930-3-?,1930-03-16,clean,"b. Mar 16, 1930 H"
HD2399,death,2002-11-?,2002-11-03,clean,"; d. Nov 3, 2002 a"
HD2400,birth,1951-8-?,1951-08-18,clean,"b. Aug 18, 1951 H"
HD2400,death,2006-4-?,2006-04-27,clean,"; d. Apr 27, 2006 a"
X00784,birth,1896-?-?,1896-08-28,clean,"b. Aug 28, 1896 K"
X00784,death,1975-?-?,1975-06-20,clean,"; d. Jun 20, 1975 H"
X00785,birth,1907-?-?,1907-06-23,clean,"b. Jun 23, 1907 H"
X00785,death,2003-?-?,2003-08-25,clean,"; d. Aug 25, 2003 a"
HD2404,birth,1928-12-?,1928-12-11,clean,"b. Dec 11, 1928 H"
HD2404,death,1992-9-?,1992-09-11,clean,"; d. Sep 11, 1992 a"
HD2405,birth,1930-12-?,1930-12-01,clean,"b. Dec 1, 1930;"
HD2405,death,2013-11-?,2013-11-16,clean,"; d. Nov 16, 2013 a"
X00786,death,1796-?-?,1796-12-26,clean,"d. Dec 26, 1796."
HD2406,birth,1790-4-?,1790-04-26,clean,"b. Apr 26, 1790 S"
HD2406,death,1812-7-?,1812-07-23,clean,"; d. Jul 23, 1812 a"
HD2407,birth,1792-8-?,1792-08-24,clean,"b. Aug 24, 1792 S"
HD2407,death,1822-4-?,1822-04-22,clean,"; d. Apr 22, 1822 a"
HD2408,birth,1839-12-?,1839-12-14,clean,"b. Dec 14, 1839;"
HD2409,birth,1841-12-?,1841-12-18,clean,"b. Dec 18, 1841;"
X00787,birth,1848-?-?,1848-11-25,clean,"b. Nov 25, 1848 N"
X00787,death,1924-?-?,1924-10-15,clean,"; d. Oct 15, 1924 P"
HD2410,birth,1877-7-?,1877-07-09,clean,"b. Jul 9, 1877 N"
HD2410,death,1964-12-?,1964-12-18,clean,"; d. Dec 18, 1964 P"
X00788,birth,1846-?-?,1846-03-12,clean,"b. Mar 12, 1846 F"
HD2411,birth,1885-1-?,1885-01-15,clean,"b. Jan 15, 1885 C"
HD2411,death,1938-8-?,1938-08-09,clean,"; d. Aug 9, 1938 C"
X00789,birth,1819-?-?,1819-08-26,clean,"b. Aug 26, 1819 B"
X00789,death,1905-?-?,1905-09-02,clean,"; d. Sep 2, 1905 C"
HD2412,birth,1852-6-?,1852-06-27,clean,"b. Jun 27, 1852;"
HD2413,birth,1855-10-?,1855-10-13,clean,"b. Oct 13, 1855 M"
HD2413,death,1940-3-?,1940-03-05,clean,"; d. Mar 5, 1940 B"
HD2415,birth,1862-8-?,1862-08-27,clean,"b. Aug 27, 1862 S"
HD2415,death,1934-5-?,1934-05-10,clean,"; d. May 10, 1934 M"
HD2417,birth,1872-8-?,1872-08-29,clean,"b. Aug 29, 1872 M"
HD2417,death,1939-5-?,1939-05-08,clean,"; d. May 8, 1939 M"
X00791,birth,1890-?-?,1890-06-02,clean,"b. Jun 2, 1890 K"
X00791,death,1977-?-?,1977-01-13,clean,"; d. Jan 13, 1977 Y"
X00793,birth,1870-?-?,1870-05-03,clean,"b. May 3, 1870 T"
X00793,death,1958-?-?,1958-05-10,clean,"; d. May 10, 1958 M"
HD2418,birth,1912-5-?,1912-05-16,clean,"b. May 16, 1912 M"
HD2418,death,1972-8-?,1972-08-04,clean,"; d. Aug 4, 1972 A"
HD2421,birth,1826-11-?,1826-11-01,clean,"b. Nov 1, 1826;"
HD2421,death,1862-?-?,1862-07-27,clean,"; d. Jul 27, 1862 a"
HD2422,birth,1830-?-?,1830-09-22,clean,"b. Sep 22, 1830;"
HD2422,death,1834-?-?,1834-03-07,clean,"; d. Mar 7, 1834 a"
HD2423,birth,1832-?-?,1832-07-01,clean,"b. Jul 1, 1832;"
HD2423,death,1834-?-?,1834-02-25,clean,"; d. Feb 25, 1834."
HD2424,birth,1835-?-?,1835-12-29,clean,"b. Dec 29, 1835."
HD2425,birth,1840-7-?,1840-07-11,clean,"b. Jul 11, 1840 S"
HD2426,birth,1882-10-?,1882-10-19,clean,"b. Oct 19, 1882 M"
HD2426,death,1961-4-?,1961-04-14,clean,"; d. Apr 14, 1961 Y"
X00797,birth,1878-?-?,1878-09-12,clean,"b. Sep 12, 1878;"
HD2427,birth,1907-1-?,1907-01-25,clean,"b. Jan 25, 1907 B"
HD2427,death,1963-8-?,1963-08-20,clean,"; d. Aug 20, 1963 P"
HD2428,birth,1908-7-?,1908-07-13,clean,"b. Jul 13, 1908 M"
HD2428,death,1993-6-?,1993-06-15,clean,"; d. Jun 15, 1993 T"
HD2429,birth,1919-2-?,1919-02-05,clean,"b. Feb 5, 1919 M"
HD2429,death,1982-10-?,1982-10-19,clean,"; d. Oct 19, 1982 F"
HD2430,birth,1937-7-?,1937-07-15,clean,"b. Jul 15, 1937 B"
HD2430,death,1993-11-?,1993-11-09,clean,"; d. Nov 9, 1993 O"
HD2431,birth,1939-4-?,1939-04-11,clean,"b. Apr 11, 1939;"
X00799,birth,1728-?-?,1728-06-27,clean,"b. Jun 27, 1728 H"
X00799,death,1797-?-?,1797-05-27,clean,"; d. May 27, 1797 H"
HD2432,birth,1762-6-?,1762-06-14,clean,"b. Jun 14, 1762 H"
HD2432,death,1849-5-?,1849-05-02,clean,"; d. May 2, 1849 S"
HD2433,birth,1763-12-?,1763-12-09,clean,"b. Dec 9, 1763 H"
HD2433,death,1847-?-?,1847-11-06,clean,"; d. Nov 6, 1847 H"
X00800,birth,1764-?-?,1764-09-27,clean,"b. Sep 27, 1764 H"
X00800,death,1792-?-?,1792-12-12,clean,"; d. Dec 12, 1792 a"
HD2436,birth,1790-10-?,1790-10-24,clean,"b. Oct 24, 1790."
HD2437,birth,1828-6-?,1828-06-01,clean,"b. Jun 1, 1828 A"
HD2437,death,1910-5-?,1910-05-05,clean,"; d. May 5, 1910 A"
HD2438,birth,1826-1-?,1826-01-18,clean,"b. Jan 18, 1826."
HD2440,birth,1852-8-?,1852-08-04,clean,"b. Aug 4, 1852 A"
HD2440,death,1939-2-?,1939-02-17,clean,"; d. Feb 17, 1939 A"
HD2441,birth,1853-9-?,1853-09-28,clean,"b. Sep 28, 1853 A"
HD2441,death,1935-9-?,1935-09-13,clean,"; d. Sep 13, 1935 A"
X00803,birth,1761-?-?,1761-10-08,clean,"b. Oct 8, 1761 A"
X00803,death,1838-?-?,1838-10-08,clean,"; d. Oct 8, 1838 S"
HD2442,birth,1797-7-?,1797-07-02,clean,"b. Jul 2, 1797 H"
HD2442,death,1873-10-?,1873-10-10,clean,"; d. Oct 10, 1873 W"
HD2443,birth,1819-10-?,1819-10-03,clean,"b. Oct 3, 1819 W"
HD2443,death,1885-12-?,1885-12-30,clean,"; d. Dec 30, 1885 W"
X00805,birth,1825-?-?,1825-02-10,clean,"b. Feb 10, 1825 W"
X00805,death,1905-?-?,1905-12-08,clean,"; d. Dec 8, 1905 W"
HD2445,birth,1862-12-?,1862-12-02,clean,"b. Dec 2, 1862 W"
HD2445,death,1928-3-?,1928-03-06,clean,"; d. Mar 6, 1928 W"
X00806,birth,1873-?-?,1873-01-03,clean,"b. Jan 3, 1873;"
X00806,death,1972-?-?,1972-10-29,clean,"; d. Oct 29, 1972 W"
HD2446,birth,1899-3-?,1899-03-11,clean,"b. Mar 11, 1899 N"
HD2446,death,1959-6-?,1959-06-10,clean,"; d. Jun 10, 1959 B"
X00807,birth,1904-?-?,1904-05-04,clean,"b. May 4, 1904 M"
HD2447,birth,1926-5-?,1926-05-26,clean,"b. May 26, 1926 W"
HD2447,death,1979-7-?,1979-07-12,clean,"; d. Jul 12, 1979 B"
X00808,death,1867-?-?,1867-01-04,clean,"; d. Jan 4, 1867 a"
HD2450,birth,1790-6-?,1790-06-12,clean,"b. Jun 12, 1790 H"
HD2450,death,1865-9-?,1865-09-22,clean,"; d. Sep 22, 1865 L"
X00809,birth,1813-?-?,1813-09-15,clean,"b. Sep 15, 1813 M"
X00809,death,1899-?-?,1899-05-11,clean,"; d. May 11, 1899 N"
X00810,birth,1795-?-?,1795-12-25,clean,"b. Dec 25, 1795;"
X00810,death,1848-?-?,1848-10-21,clean,"; d. Oct 21, 1848 a"
HD2451,birth,1821-3-?,1821-03-06,clean,"b. Mar 6, 1821 V"
HD2451,death,1855-9-?,1855-09-27,clean,"; d. Sep 27, 1855 N"
X00811,birth,1840-?-?,1840-07-29,clean,"b. Jul 29, 1840 V"
X00811,death,1898-?-?,1898-07-25,clean,"; d. Jul 25, 1898 N"
HD2453,birth,1878-10-?,1878-10-27,clean,"b. Oct 27, 1878 N"
HD2453,death,1919-1-?,1919-01-25,clean,"; d. Jan 25, 1919 N"
X00812,birth,1880-?-?,1880-12-06,clean,"b. Dec 6, 1880 W"
X00812,death,1925-?-?,1925-09-21,clean,"; d. Sep 21, 1925 A"
HD2455,death,1868-?-?,1868-08-05,clean,"; d. Aug 5, 1868 S"
HD2456,birth,1785-12-?,1785-12-20,clean,"b. Dec 20, 1785 H"
HD2457,birth,1788-3-?,1788-03-04,clean,"b. Mar 4, 1788 H"
HD2457,death,1855-5-?,1855-05-14,clean,"; d. May 14, 1855 H"
HD2459,birth,1795-9-?,1795-09-29,clean,"b. Sep 29, 1795 H"
HD2459,death,1873-12-?,1873-12-24,clean,"; d. Dec 24, 1873 S"
HD2462,birth,1826-8-?,1826-08-03,clean,"b. Aug 3, 1826 W"
HD2462,death,1911-4-?,1911-04-02,clean,"; d. Apr 2, 1911 S"
HD2463,birth,1816-4-?,1816-04-17,clean,"b. Apr 17, 1816 W"
HD2463,death,1883-6-?,1883-06-25,clean,"; d. Jun 25, 1883 C"
HD2464,birth,1817-6-?,1817-06-16,clean,"b. Jun 16, 1817 C"
HD2464,death,1857-10-?,1857-10-07,clean,"; d. Oct 7, 1857 N"
HD2465,birth,1821-6-?,1821-06-05,clean,"b. Jun 5, 1821."
HD2466,birth,1822-9-?,1822-09-02,clean,"b. Sep 2, 1822 C"
HD2466,death,1907-11-?,1907-11-03,clean,"; d. Nov 3, 1907 W"
HD2467,birth,1828-6-?,1828-06-09,clean,"b. Jun 9, 1828;"
HD2467,death,1829-8-?,1829-08-17,clean,"; d. Aug 17, 1829."
HD2468,birth,1831-3-?,1831-03-30,clean,"b. Mar 30, 1831;"
HD2469,birth,1832-7-?,1832-07-16,clean,"b. Jul 16, 1832 M"
HD2469,death,1910-7-?,1910-07-15,clean,"; d. Jul 15, 1910 S"
HD2470,birth,1835-6-?,1835-06-06,clean,"b. Jun 6, 1835;"
HD2471,death,1929-6-?,1929-06-14,clean,"; d. Jun 14, 1929 B"
X00815,birth,1922-?-?,1922-09-21,clean,"b. Sep 21, 1922 P"
X00815,death,2013-?-?,2013-10-11,clean,"; d. Oct 11, 2013 H"
HD2473,birth,1875-12-?,1875-12-13,clean,"b. Dec 13, 1875 N"
HD2473,death,1946-4-?,1946-04-02,clean,"; d. Apr 2, 1946 Y"
HD2474,birth,1879-12-?,1879-12-20,clean,"b. Dec 20, 1879 N"
HD2474,death,1920-3-?,1920-03-20,clean,"; d. Mar 20, 1920 C"
HD2475,birth,1882-7-?,1882-07-12,clean,"b. Jul 12, 1882 T"
X00816,birth,1764-?-?,1764-09-27,clean,"b. Sep 27, 1764 H"
X00816,death,1792-?-?,1792-12-12,clean,"; d. Dec 12, 1792 a"
HD2476,birth,1789-10-?,1789-10-14,clean,"b. Oct 14, 1789."
HD2477,birth,1790-10-?,1790-10-24,clean,"(b. Oct 24, 1790)."
HD2478,birth,1792-11-?,1792-11-14,clean,"b. Nov 14, 1792."
X00819,birth,1922-?-?,1922-09-21,clean,"b. Sep 21, 1922 P"
X00819,death,2013-?-?,2013-10-11,clean,"; d. Oct 11, 2013 H"
HD2488,birth,1850-1-?,1850-01-12,clean,"b. Jan 12, 1850 A"
HD2488,death,1944-1-?,1944-01-03,clean,"; d. Jan 3, 1944 A"
HD2489,birth,1855-11-?,1855-11-14,clean,"b. Nov 14, 1855;"
HD2489,death,1856-9-?,1856-09-24,clean,"; d. Sep 24, 1856 a"
HD2490,birth,1858-2-?,1858-02-12,clean,"b. Feb 12, 1858 A"
HD2490,death,1858-8-?,1858-08-15,clean,"; d. Aug 15, 1858 A"
HD2491,birth,1861-6-?,1861-06-04,clean,"b. Jun 4, 1861 A"
HD2492,birth,1863-3-?,1863-03-16,clean,"b. Mar 16, 1863 A"
X00821,birth,1843-?-?,1843-03-20,clean,"b. Mar 20, 1843 A"
X00821,death,1926-?-?,1926-10-03,clean,"; d. Oct 3, 1926 A"
HD2493,birth,1875-2-?,1875-02-24,clean,"b. Feb 24, 1875 A"
HD2493,death,1964-12-?,1964-12-23,clean,"; d. Dec 23, 1964 A"
HD2494,birth,1877-1-?,1877-01-14,clean,"b. Jan 14, 1877 A"
HD2494,death,1937-6-?,1937-06-23,clean,"; d. Jun 23, 1937 A"
HD2495,birth,1878-10-?,1878-10-02,clean,"b. Oct 2, 1878 A"
HD2495,death,1957-9-?,1957-09-21,clean,"; d. Sep 21, 1957 a"
HD2497,birth,1880-7-?,1880-07-26,clean,"b. Jul 26, 1880 A"
HD2498,birth,1882-1-?,1882-01-06,clean,"b. Jan 6, 1882 A"
HD2498,death,1957-4-?,1957-04-09,clean,"; d. Apr 9, 1957 P"
HD2499,birth,1884-4-?,1884-04-20,clean,"b. Apr 20, 1884 A"
HD2499,death,1884-5-?,1884-05-16,clean,"; d. May 16, 1884 A"
HD2500,birth,1887-1-?,1887-01-13,clean,"b. Jan 13, 1887 A"
HD2500,death,1979-5-?,1979-05-13,clean,"; d. May 13, 1979 G"
HD2501,birth,1888-12-?,1888-12-18,clean,"b. Dec 18, 1888 A"
HD2501,death,1983-3-?,1983-03-13,clean,"; d. Mar 13, 1983 a"
X00823,birth,1884-?-?,1884-07-24,clean,"b. Jul 24, 1884;"
HD2503,birth,1907-10-?,1907-10-07,clean,"b. Oct 7, 1907 A"
HD2503,death,1978-12-?,1978-12-03,clean,"; d. Dec 3, 1978 S"
HD2504,birth,1909-2-?,1909-02-26,clean,"b. Feb 26, 1909 A"
X00824,birth,1887-?-?,1887-10-22,clean,"b. Oct 22, 1887 P"
X00824,death,1986-?-?,1986-03-20,clean,"; d. Mar 20, 1986 A"
HD2505,birth,1918-10-?,1918-10-03,clean,"b. Oct 3, 1918 A"
HD2506,birth,1919-12-?,1919-12-01,clean,"b. Dec 1, 1919 A"
HD2507,birth,1922-6-?,1922-06-22,clean,"b. Jun 22, 1922 A"
HD2507,death,1996-9-?,1996-09-03,clean,"; d. Sep 3, 1996 P"
HD2509,birth,1918-11-?,1918-11-13,clean,"b. Nov 13, 1918 A"
HD2509,death,1991-5-?,1991-05-14,clean,"; d. May 14, 1991 C"
X00827,death,1935-?-?,1935-09-10,clean,"; d. Sep 10, 1935 a"
HD2513,birth,1892-2-?,1892-02-23,clean,"b. Feb 23, 1892 N"
HD2513,death,1942-5-?,1942-05-16,clean,"; d. May 16, 1942 A"
HD2514,birth,1899-2-?,1899-02-01,clean,"b. Feb 1, 1899 A"
HD2514,death,1933-6-?,1933-06-06,clean,"; d. Jun 6, 1933 B"
X00828,birth,1877-?-?,1877-09-21,clean,"b. Sep 21, 1877 B"
X00831,birth,1895-?-?,1895-01-26,clean,"b. Jan 26, 1895 M"
X00831,death,1974-?-?,1974-01-27,clean,"; d. Jan 27, 1974 S"
X00832,birth,1858-?-?,1858-04-02,clean,"b. Apr 2, 1858 A"
X00833,birth,1892-?-?,1892-05-11,clean,"b. May 11, 1892 N"
X00833,death,1914-?-?,1914-07-31,clean,"; d. Jul 31, 1914 G"
HD2519,birth,1914-7-?,1914-07-30,clean,"b. Jul 30, 1914 G"
X00834,birth,1890-?-?,1890-01-12,clean,"b. Jan 12, 1890;"
X00834,death,1946-?-?,1946-04-28,clean,"; d. Apr 28, 1946 a"
HD2520,birth,1910-5-?,1910-05-02,clean,"b. May 2, 1910."
HD2521,birth,1913-9-?,1913-09-22,clean,"b. Sep 22, 1913."
X00835,birth,1809-?-?,1809-07-05,clean,"b. Jul 5, 1809 S"
X00835,death,1902-?-?,1902-11-07,clean,"; d. Nov 7, 1902 N"
X00836,birth,1918-?-?,1918-03-04,clean,"b. Mar 4, 1918 P"
X00836,death,1941-?-?,1941-07-01,clean,"; d. Jul 1, 1941 S"
X00837,birth,1816-?-?,1816-03-27,clean,"b. Mar 27, 1816 C"
X00837,death,1900-?-?,1900-01-25,clean,"; d. Jan 25, 1900 A"
X00838,birth,1861-?-?,1861-01-15,clean,"b. Jan 15, 1861 S"
X00838,death,1936-?-?,1936-07-15,clean,"; d. Jul 15, 1936 L"
X00842,death,1843-?-?,1843-02-16,clean,"; d. Feb 16, 1843 H"
HD2522,birth,1792-6-?,1792-06-08,clean,"b. Jun 8, 1792;"
HD2522,death,1793-6-?,1793-06-03,clean,"; d. Jun 3, 1793 a"
HD2523,birth,1794-1-?,1794-01-02,clean,"b. Jan 2, 1794 H"
HD2523,death,1854-11-?,1854-11-11,clean,"; d. Nov 11, 1854 B"
HD2524,birth,1795-10-?,1795-10-24,clean,"b. Oct 24, 1795 H"
HD2524,death,1875-8-?,1875-08-02,clean,"; d. Aug 2, 1875 M"
HD2526,birth,1799-10-?,1799-10-13,clean,"b. Oct 13, 1799 H"
HD2526,death,1876-4-?,1876-04-20,clean,"; d. Apr 20, 1876 W"
HD2536,birth,1797-3-?,1797-03-14,clean,"b. Mar 14, 1797 H"
HD2536,death,1880-12-?,1880-12-12,clean,"; d. Dec 12, 1880 N"
HD2538,birth,1805-6-?,1805-06-27,clean,"b. Jun 27, 1805 H"
HD2538,death,1805-6-?,1805-06-28,clean,"; d. Jun 28, 1805 a"
HD2539,birth,1808-3-?,1808-03-19,clean,"b. Mar 19, 1808 N"
HD2539,death,1808-3-?,1808-03-20,clean,"; d. Mar 20, 1808 a"
HD2540,birth,1772-7-?,1772-07-27,clean,"b. Jul 27, 1772;"
HD2540,death,1772-8-?,1772-08-07,clean,"; d. Aug 7, 1772 a"
X00844,birth,1801-?-?,1801-01-16,clean,"b. Jan 16, 1801 C"
X00844,death,1837-?-?,1837-06-14,clean,"; d. Jun 14, 1837 M"
HD2541,birth,1823-2-?,1823-02-15,clean,"b. Feb 15, 1823 S"
HD2541,death,1890-7-?,1890-07-14,clean,"; d. Jul 14, 1890 M"
X00845,birth,1830-?-?,1830-04-10,clean,"b. Apr 10, 1830 S"
X00845,death,1919-?-?,1919-11-18,clean,"; d. Nov 18, 1919 D"
HD2545,death,1920-6-?,1920-06-18,clean,"; d. Jun 18, 1920 Y"
X00847,birth,1806-?-?,1806-03-05,clean,"b. Mar 5, 1806 B"
HD2552,birth,1831-10-?,1831-10-06,clean,"b. Oct 6, 1831 H"
HD2554,birth,1801-9-?,1801-09-20,clean,"b. Sep 20, 1801 H"
HD2554,death,1832-11-?,1832-11-05,clean,"; d. Nov 5, 1832 N"
HD2555,birth,1832-10-?,1832-10-21,clean,"b. Oct 21, 1832 N"
HD2555,death,1906-12-?,1906-12-05,clean,"; d. Dec 5, 1906 M"
X00851,birth,1823-?-?,1823-04-07,clean,"b. Apr 7, 1823 M"
X00851,death,1901-?-?,1901-09-28,clean,"; d. Sep 28, 1901 M"
X00852,birth,1809-?-?,1809-08-17,clean,"b. Aug 17, 1809 N"
X00852,death,1893-?-?,1893-12-20,clean,"; d. Dec 20, 1893 N"
HD2559,death,1909-12-?,1909-12-31,clean,"; d. Dec 31, 1909 N"
X00853,birth,1843-?-?,1843-08-17,clean,"b. Aug 17, 1843 N"
X00853,death,1924-?-?,1924-03-25,clean,"; d. Mar 25, 1924 W"
HD2561,birth,1877-12-?,1877-12-11,clean,"b. Dec 11, 1877 W"
HD2561,death,1961-4-?,1961-04-19,clean,"; d. Apr 19, 1961 A"
HD2562,birth,1875-9-?,1875-09-09,clean,"b. Sep 9, 1875 W"
HD2562,death,1960-?-?,1960-08-03,clean,"; d. Aug 3, 1960 a"
HD2563,birth,1907-7-?,1907-07-16,clean,"b. Jul 16, 1907 W"
HD2563,death,1940-9-?,1940-09-03,clean,"; d. Sep 3, 1940 S"
X00855,birth,1906-?-?,1906-09-18,clean,"b. Sep 18, 1906 S"
X00855,death,1995-?-?,1995-04-03,clean,"; d. Apr 3, 1995 R"
HD2565,birth,1908-10-?,1908-10-15,clean,"b. Oct 15, 1908 B"
HD2565,death,2012-11-?,2012-11-09,clean,"; d. Nov 9, 2012 Q"
X00857,birth,1820-?-?,1820-12-30,clean,"b. Dec 30, 1820 H"
X00857,death,1888-?-?,1888-07-07,clean,"; d. Jul 7, 1888 A"
HD2567,birth,1849-11-?,1849-11-22,clean,"b. Nov 22, 1849 H"
HD2567,death,1921-7-?,1921-07-21,clean,"; d. Jul 21, 1921 L"
HD2568,birth,1854-9-?,1854-09-09,clean,"b. Sep 9, 1854 H"
HD2568,death,1865-2-?,1865-02-24,clean,"; d. Feb 24, 1865 H"
HD2573,death,1895-6-?,1895-06-22,clean,"; d. Jun 22, 1895 A"
HD2577,birth,1909-2-?,1909-02-17,clean,"b. Feb 17, 1909 W"
HD2577,death,1973-11-?,1973-11-15,clean,"; d. Nov 15, 1973 a"
HD2578,birth,1906-8-?,1906-08-15,clean,"b. Aug 15, 1906 B"
HD2578,death,1936-2-?,1936-02-04,clean,"; d. Feb 4, 1936 G"
HD2579,birth,1846-12-?,1846-12-12,clean,"b. Dec 12, 1846 H"
HD2579,death,1916-9-?,1916-09-02,clean,"; d. Sep 2, 1916 C"
X00863,birth,1842-?-?,1842-03-02,clean,"b. Mar 2, 1842 M"
X00863,death,1915-?-?,1915-06-04,clean,"; d. Jun 4, 1915 C"
X00864,death,1777-?-?,1777-11-25,clean,"ted Nov 25, 1777 E"
HD2596,death,1884-?-?,1884-03-15,clean,"; d. Mar 15, 1884 a"
HD2598,birth,1840-?-?,1840-06-24,clean,"b. Jun 24, 1840 M"
HD2598,death,1926-?-?,1926-12-29,clean,"; d. Dec 29, 1926 P"
HD2600,birth,1843-?-?,1843-06-26,clean,"b. Jun 26, 1843 A"
HD2600,death,1918-?-?,1918-11-14,clean,"; d. Nov 14, 1918 N"
HD2602,birth,1845-?-?,1845-10-23,clean,"b. Oct 23, 1845 L"
HD2602,death,1930-?-?,1930-12-27,clean,"; d. Dec 27, 1930 P"
HD2606,birth,1904-2-?,1904-02-11,clean,"b. Feb 11, 1904 N"
HD2606,death,1987-3-?,1987-03-25,clean,"; d. Mar 25, 1987 M"
X00871,birth,1909-?-?,1909-11-23,clean,"b. Nov 23, 1909 M"
X00871,death,1945-?-?,1945-09-19,clean,"; d. Sep 19, 1945 W"
X00874,birth,1805-?-?,1805-12-06,clean,"b. Dec 6, 1805 C"
X00874,death,1898-?-?,1898-03-11,clean,"; d. Mar 11, 1898 O"
X00876,death,1872-?-?,1872-10-16,clean,"; d. Oct 16, 1872 N"
X00887,birth,1767-?-?,1767-12-27,clean,"b. Dec 27, 1767 L"
HD2626,birth,1798-9-?,1798-09-27,clean,"b. Sep 27, 1798 H"
HD2626,death,1875-8-?,1875-08-23,clean,"; d. Aug 23, 1875 N"
HD2627,birth,1799-11-?,1799-11-17,clean,"b. Nov 17, 1799;"
HD2627,death,1853-7-?,1853-07-15,clean,"; d. Jul 15, 1853 S"
HD2628,birth,1801-11-?,1801-11-20,clean,"b. Nov 20, 1801 H"
HD2628,death,1882-4-?,1882-04-29,clean,"; d. Apr 29, 1882 N"
HD2629,birth,1803-8-?,1803-08-26,clean,"b. Aug 26, 1803 H"
HD2629,death,1809-12-?,1809-12-16,clean,"; d. Dec 16, 1809 H"
HD2633,birth,1811-11-?,1811-11-01,clean,"b. Nov 1, 1811 H"
HD2633,death,1896-7-?,1896-07-21,clean,"; d. Jul 21, 1896 C"
HD2634,birth,1813-5-?,1813-05-13,clean,"b. May 13, 1813 H"
HD2634,death,1889-2-?,1889-02-06,clean,"; d. Feb 6, 1889 H"
HD2635,birth,1814-12-?,1814-12-25,clean,"b. Dec 25, 1814 H"
HD2635,death,1895-5-?,1895-05-28,clean,"; d. May 28, 1895 H"
